id,title,description,price,brand,category,subcategory,tags,seller_id,rating,popularity,in_stock
I0500,Lightweight Green Leggings by DenimWorks,"Leggings in Cotton with Quick-Dry, Anti-Slip. Ideal for women ethnic use.",1320,DenimWorks,Women Ethnic,Leggings,new;decor;party;kitchen;festival;gift,S006,3.67,0.295,true
I0501,Lightweight Brown Wallets by TrailTech,"Wallets in Silk with Nonstick, Leak-Proof. Ideal for bags & luggage use.",2014,TrailTech,Bags & Luggage,Wallets,premium;wedding;grooming;gadgets;office;new,S012,3.62,0.291,true
I0502,Stylish Navy Jeans by SonicBeat,"Jeans in Wood with Long Battery, Noise Cancellation. Ideal for women western use.",2370,SonicBeat,Women Western,Jeans,fashion;kitchen;wedding;western;men;bestseller,S008,4.29,0.289,true
I0503,Elegant Maroon Appliances by NeoTrend,"Appliances in Wood with Leak-Proof, Quick-Dry. Ideal for kitchen use.",281,NeoTrend,Kitchen,Appliances,summer;gift;office;western;winter;organizer,S004,4.24,0.317,true
I0504,Premium Blue Dresses by ChefPro,"Dresses in Alloy with Organizer Pockets, RFID Blocking. Ideal for women western use.",404,ChefPro,Women Western,Dresses,office;ethnic;fashion;kids;summer;travel,S006,3.53,0.311,true
I0505,Durable Red Makeup by BharatHome,"Makeup in Cotton with RFID Blocking, Long Battery. Ideal for beauty use.",156,BharatHome,Beauty,Makeup,ethnic;premium;office;wedding;grooming;bestseller,S004,3.55,0.329,true
I0506,Stylish Red Earrings by GlowHerb,"Earrings in Terracotta with Leak-Proof, Noise Cancellation. Ideal for jewellery use.",205,GlowHerb,Jewellery,Earrings,eco;wedding;festival;dailywear;accessories;premium,S004,4.71,0.323,true
I0507,Trendy Purple Jeans by BharatHome,"Jeans in Alloy with Leak-Proof, Noise Cancellation. Ideal for women western use.",425,BharatHome,Women Western,Jeans,trending;office;handmade;style;budget;dailywear,S011,4.7,0.311,true
I0508,Elegant Green Necklaces by SonicBeat,"Necklaces in Terracotta with Skin-Friendly, Anti-Theft. Ideal for jewellery use.",408,SonicBeat,Jewellery,Necklaces,bestseller;travel;office;new;ethnic;men,S013,4.44,0.311,true
I0509,Elegant Black Decor by SonicBeat,"Decor in Silk with Anti-Slip, Noise Cancellation. Ideal for home use.",2256,SonicBeat,Home,Decor,budget;wedding;kitchen;winter;premium;organizer,S006,4.94,0.289,true
I0510,Durable White Bedsheets by Oak&Co,"Bedsheets in Wood with Anti-Slip, Skin-Friendly. Ideal for home use.",970,Oak&Co,Home,Bedsheets,summer;kitchen;women;winter;wedding;fitness,S009,4.18,0.299,true
I0511,Classic Green Leggings by SparkLite,"Leggings in Alloy with Leak-Proof, Anti-Slip. Ideal for women ethnic use.",2336,SparkLite,Women Ethnic,Leggings,new;eco;wedding;gift;festival;men,S011,4.08,0.289,true
I0512,Trendy Pink Earrings by SonicBeat,"Earrings in Wood with Organizer Pockets, Skin-Friendly. Ideal for jewellery use.",247,SonicBeat,Jewellery,Earrings,home;women;handmade;western;gift;kids,S013,3.61,0.32,true
I0513,Classic Red T-Shirts by KidJoy,"T-Shirts in Leather with Organizer Pockets, Leak-Proof. Ideal for kids use.",740,KidJoy,Kids,T-Shirts,men;new;premium;budget;fitness;festival,S007,4.01,0.303,true
I0514,Comfy Black Tops by SteelPro,"Tops in Wood with Skin-Friendly, Leak-Proof. Ideal for women western use.",384,SteelPro,Women Western,Tops,premium;western;festival;ethnic;style;office,S002,3.99,0.312,true
I0515,Stylish Black Shirts by RoyalRoots,"Shirts in Wood with Noise Cancellation, Anti-Slip. Ideal for men use.",1648,RoyalRoots,Men,Shirts,party;accessories;kids;women;kitchen;dailywear,S015,4.11,0.293,true
I0516,Minimal Teal Cables by FitBolt,"Cables in Denim with Leak-Proof, Organizer Pockets. Ideal for electronics use.",1696,FitBolt,Electronics,Cables,handmade;fitness;travel;bestseller;winter;decor,S004,4.68,0.292,true
I0517,Handcrafted Brown Bottles by ChefPro,"Bottles in Wood with Skin-Friendly, RFID Blocking. Ideal for sports & fitness use.",243,ChefPro,Sports & Fitness,Bottles,kids;wedding;premium;western;grooming;gift,S004,4.75,0.32,true
I0518,Vibrant White Men Sneakers by ChefPro,"Men Sneakers in Leather with Anti-Theft, Skin-Friendly. Ideal for footwear use.",532,ChefPro,Footwear,Men Sneakers,decor;gadgets;new;party;trending;office,S007,3.61,0.307,true
I0519,Durable Blue Grooming by BharatHome,"Grooming in Denim with Skin-Friendly, Anti-Theft. Ideal for beauty use.",453,BharatHome,Beauty,Grooming,gadgets;budget;eco;dailywear;summer;new,S004,4.06,0.31,true
I0520,Minimal Navy Curtains by SareeSaheli,"Curtains in Silk with Organizer Pockets, RFID Blocking. Ideal for home use.",405,SareeSaheli,Home,Curtains,gadgets;premium;men;budget;kids;bestseller,S014,4.81,0.311,true
I0521,Premium Purple T-Shirts by DenimWorks,"T-Shirts in Silk with Anti-Theft, Anti-Slip. Ideal for kids use.",1472,DenimWorks,Kids,T-Shirts,handmade;winter;ethnic;decor;western;gadgets,S001,3.72,0.294,true
I0522,Lightweight Navy Grooming by TrailTech,"Grooming in Denim with Noise Cancellation, Stretchable. Ideal for beauty use.",489,TrailTech,Beauty,Grooming,decor;kids;budget;handmade;party;festival,S003,4.49,0.308,false
I0523,Handcrafted Brown Makeup by SparkLite,"Makeup in Cotton with Organizer Pockets, Stretchable. Ideal for beauty use.",882,SparkLite,Beauty,Makeup,travel;winter;women;gadgets;handmade;party,S015,3.99,0.3,true
I0524,Premium Orange Sets by ChefPro,"Sets in Alloy with Stretchable, Anti-Theft. Ideal for kids use.",391,ChefPro,Kids,Sets,summer;bestseller;festival;eco;fitness;premium,S004,4.49,0.312,true
I0525,Minimal Teal T-Shirts by DesiWeave,"T-Shirts in Stainless Steel with Leak-Proof, Organizer Pockets. Ideal for kids use.",1479,DesiWeave,Kids,T-Shirts,dailywear;men;trending;western;gift;home,S012,4.37,0.294,true
I0526,Elegant Grey Wallets by Oak&Co,"Wallets in Cotton with RFID Blocking, Organizer Pockets. Ideal for bags & luggage use.",313,Oak&Co,Bags & Luggage,Wallets,trending;handmade;ethnic;winter;bestseller;accessories,S005,4.55,0.316,true
I0527,Premium Purple Decor by SteelPro,"Decor in Alloy with Anti-Slip, Organizer Pockets. Ideal for home use.",873,SteelPro,Home,Decor,kids;decor;kitchen;fitness;eco;trending,S012,3.68,0.3,true
I0528,Premium Pink Frocks by BeechCraft,"Frocks in Terracotta with Quick-Dry, Skin-Friendly. Ideal for kids use.",397,BeechCraft,Kids,Frocks,decor;kids;grooming;eco;ethnic;summer,S002,3.68,0.312,true
I0529,Handcrafted Teal T-shirts by RoyalRoots,"T-shirts in Canvas with RFID Blocking, Skin-Friendly. Ideal for men use.",1264,RoyalRoots,Men,T-shirts,home;bestseller;office;accessories;winter;grooming,S004,4.43,0.296,true
I0530,Elegant Green Smartwatch by FitBolt,"Smartwatch in Stainless Steel with Quick-Dry, RFID Blocking. Ideal for electronics use.",502,FitBolt,Electronics,Smartwatch,bestseller;eco;western;budget;travel;party,S006,3.6,0.308,true
I0531,Durable Grey Curtains by Oak&Co,"Curtains in Wood with Quick-Dry, Long Battery. Ideal for home use.",1151,Oak&Co,Home,Curtains,home;dailywear;festival;ethnic;winter;grooming,S001,3.79,0.297,true
I0532,Durable Maroon Duffle by Oak&Co,"Duffle in Stainless Steel with Long Battery, RFID Blocking. Ideal for bags & luggage use.",421,Oak&Co,Bags & Luggage,Duffle,party;grooming;bestseller;budget;ethnic;home,S001,3.87,0.311,true
I0533,Trendy Teal Duffle by BeechCraft,"Duffle in Silk with Skin-Friendly, Stretchable. Ideal for bags & luggage use.",470,BeechCraft,Bags & Luggage,Duffle,handmade;summer;wedding;travel;decor;gift,S008,3.67,0.309,true
I0534,Vibrant Brown Sets by MaxStyle,"Sets in Cotton with Quick-Dry, Long Battery. Ideal for kids use.",680,MaxStyle,Kids,Sets,festival;men;office;summer;accessories;women,S014,4.36,0.304,true
I0535,Trendy Pink Handbags by BeechCraft,"Handbags in Denim with Leak-Proof, Anti-Theft. Ideal for bags & luggage use.",1336,BeechCraft,Bags & Luggage,Handbags,decor;handmade;ethnic;premium;bestseller;festival,S013,3.62,0.295,true
I0536,Stylish Purple Rings by MaxStyle,"Rings in Bamboo with Anti-Slip, RFID Blocking. Ideal for jewellery use.",1308,MaxStyle,Jewellery,Rings,fashion;western;summer;gadgets;wedding;women,S003,4.16,0.295,true
I0537,Vibrant Green Curtains by RoyalRoots,"Curtains in Polycarbonate with Anti-Slip, Leak-Proof. Ideal for home use.",2355,RoyalRoots,Home,Curtains,budget;winter;kitchen;women;ethnic;bestseller,S001,4.25,0.289,true
I0538,Trendy Red Sets by GlowHerb,"Sets in Denim with Stretchable, Skin-Friendly. Ideal for kids use.",271,GlowHerb,Kids,Sets,travel;ethnic;festival;home;eco;party,S003,3.68,0.318,true
I0539,Lightweight Brown Backpacks by CraftKart,"Backpacks in Leather with Anti-Slip, Leak-Proof. Ideal for bags & luggage use.",2307,CraftKart,Bags & Luggage,Backpacks,handmade;eco;kitchen;kids;home;men,S005,4.27,0.289,true
I0540,Handcrafted Black Heels by SonicBeat,"Heels in Chiffon with Anti-Theft, Anti-Slip. Ideal for footwear use.",1565,SonicBeat,Footwear,Heels,summer;eco;festival;grooming;home;fitness,S014,4.85,0.293,true
I0541,Eco Navy Co-ords by CraftKart,"Co-ords in Wood with Organizer Pockets, Quick-Dry. Ideal for women western use.",340,CraftKart,Women Western,Co-ords,accessories;western;kitchen;summer;wedding;gift,S007,4.17,0.314,true
I0542,Durable Beige Appliances by BharatHome,"Appliances in Alloy with Long Battery, Anti-Theft. Ideal for kitchen use.",416,BharatHome,Kitchen,Appliances,dailywear;handmade;office;eco;ethnic;home,S015,4.89,0.311,true
I0543,Minimal Brown Resistance Bands by NeoTrend,"Resistance Bands in Terracotta with Anti-Slip, Long Battery. Ideal for sports & fitness use.",206,NeoTrend,Sports & Fitness,Resistance Bands,kids;bestseller;western;grooming;party;summer,S009,4.08,0.323,true
I0544,Lightweight Brown Skincare by SonicBeat,"Skincare in Leather with Anti-Slip, Nonstick. Ideal for beauty use.",231,SonicBeat,Beauty,Skincare,dailywear;wedding;budget;premium;travel;handmade,S005,4.38,0.321,true
I0545,Trendy Grey Cables by SparkLite,"Cables in Silk with Leak-Proof, Anti-Theft. Ideal for electronics use.",3597,SparkLite,Electronics,Cables,party;western;gift;men;festival;summer,S015,3.88,0.285,true
I0546,Vibrant Navy Rings by DesiWeave,"Rings in Leather with Long Battery, Nonstick. Ideal for jewellery use.",1186,DesiWeave,Jewellery,Rings,eco;wedding;kids;accessories;dailywear;budget,S002,4.84,0.297,true
I0547,Vibrant Pink Kurta by DenimWorks,"Kurta in Silk with Anti-Theft, Nonstick. Ideal for men use.",607,DenimWorks,Men,Kurta,casual;home;new;eco;decor;wedding,S007,4.51,0.305,true
I0548,Elegant Pink Cookware by Oak&Co,"Cookware in Canvas with Anti-Theft, Organizer Pockets. Ideal for kitchen use.",2116,Oak&Co,Kitchen,Cookware,budget;handmade;dailywear;fitness;women;gift,S013,3.72,0.29,true
I0549,Handcrafted Brown Sarees by SparkLite,"Sarees in Cotton with Anti-Slip, Quick-Dry. Ideal for women ethnic use.",408,SparkLite,Women Ethnic,Sarees,bestseller;dailywear;ethnic;kitchen;trending;accessories,S004,4.55,0.311,true
I0550,Stylish Orange Grooming by BeechCraft,"Grooming in Wood with Organizer Pockets, Anti-Slip. Ideal for beauty use.",642,BeechCraft,Beauty,Grooming,gift;winter;festival;grooming;summer;handmade,S009,4.04,0.304,true
I0551,Comfy Yellow Bottles by BeechCraft,"Bottles in Cotton with Long Battery, Quick-Dry. Ideal for sports & fitness use.",679,BeechCraft,Sports & Fitness,Bottles,decor;accessories;office;dailywear;kitchen;fitness,S001,4.55,0.304,true
I0552,Lightweight Maroon Sets by NeoTrend,"Sets in Bamboo with Anti-Slip, Organizer Pockets. Ideal for kids use.",420,NeoTrend,Kids,Sets,western;gift;accessories;premium;grooming;bestseller,S008,3.86,0.311,true
I0553,Lightweight Brown Flats by AuraCare,"Flats in Chiffon with Anti-Theft, Stretchable. Ideal for footwear use.",565,AuraCare,Footwear,Flats,premium;western;style;dailywear;summer;grooming,S004,4.91,0.306,true
I0554,Minimal Red Resistance Bands by BeechCraft,"Resistance Bands in Terracotta with Skin-Friendly, Stretchable. Ideal for sports & fitness use.",784,BeechCraft,Sports & Fitness,Resistance Bands,premium;men;winter;home;eco;western,S004,3.76,0.302,true
I0555,Eco Green Skincare by TrailTech,"Skincare in Silk with Leak-Proof, Anti-Slip. Ideal for beauty use.",914,TrailTech,Beauty,Skincare,travel;accessories;eco;gift;handmade;fitness,S011,4.43,0.3,true
I0556,Handcrafted Orange Storage by KidJoy,"Storage in Canvas with Anti-Slip, Quick-Dry. Ideal for kitchen use.",241,KidJoy,Kitchen,Storage,summer;gift;festival;office;trending;organizer,S011,4.32,0.32,true
I0557,Minimal Teal Bedsheets by MaxStyle,"Bedsheets in Stainless Steel with Anti-Theft, Skin-Friendly. Ideal for home use.",2063,MaxStyle,Home,Bedsheets,budget;gift;travel;office;ethnic;western,S007,3.82,0.29,true
I0558,Premium Yellow Women Sandals by SparkLite,"Women Sandals in Polycarbonate with Long Battery, Anti-Theft. Ideal for footwear use.",1493,SparkLite,Footwear,Women Sandals,grooming;handmade;gadgets;travel;gift;premium,S006,3.99,0.294,true
I0559,Lightweight Navy Necklaces by DenimWorks,"Necklaces in Stainless Steel with Leak-Proof, Quick-Dry. Ideal for jewellery use.",149,DenimWorks,Jewellery,Necklaces,fitness;wedding;fashion;kids;premium;home,S011,4.72,0.33,true
I0560,Premium Teal Curtains by BeechCraft,"Curtains in Polycarbonate with Anti-Slip, RFID Blocking. Ideal for home use.",575,BeechCraft,Home,Curtains,winter;summer;office;kitchen;party;ethnic,S005,4.27,0.306,true
I0561,Durable Black Cables by CraftKart,"Cables in Terracotta with Long Battery, Nonstick. Ideal for electronics use.",698,CraftKart,Electronics,Cables,audio;winter;wedding;tech;dailywear;home,S012,4.61,0.303,true
I0562,Vibrant Orange Grooming by CraftKart,"Grooming in Bamboo with Nonstick, RFID Blocking. Ideal for beauty use.",356,CraftKart,Beauty,Grooming,handmade;women;budget;men;trending;gadgets,S014,4.14,0.313,true
I0563,Eco Beige Resistance Bands by GlowHerb,"Resistance Bands in Wood with Quick-Dry, Nonstick. Ideal for sports & fitness use.",1500,GlowHerb,Sports & Fitness,Resistance Bands,summer;gadgets;home;party;eco;new,S012,4.39,0.294,true
I0564,Handcrafted Pink Backpacks by AuraCare,"Backpacks in Denim with Nonstick, Leak-Proof. Ideal for bags & luggage use.",2045,AuraCare,Bags & Luggage,Backpacks,women;office;dailywear;summer;decor;handmade,S012,3.84,0.29,true
I0565,Classic Blue Heels by Oak&Co,"Heels in Silk with Long Battery, Organizer Pockets. Ideal for footwear use.",2263,Oak&Co,Footwear,Heels,handmade;decor;party;summer;grooming;fashion,S015,3.72,0.289,true
I0566,Durable Brown Skincare by SteelPro,"Skincare in Silk with Noise Cancellation, Stretchable. Ideal for beauty use.",724,SteelPro,Beauty,Skincare,summer;budget;wedding;kids;premium;handmade,S004,4.09,0.303,true
I0567,Classic Blue Dress Materials by AuraCare,"Dress Materials in Chiffon with Quick-Dry, Anti-Slip. Ideal for women ethnic use.",1021,AuraCare,Women Ethnic,Dress Materials,new;women;kids;festival;style;summer,S006,4.49,0.298,false
I0568,Durable Brown Earrings by SparkLite,"Earrings in Leather with Anti-Slip, Anti-Theft. Ideal for jewellery use.",753,SparkLite,Jewellery,Earrings,trending;men;eco;grooming;style;accessories,S003,3.65,0.302,true
I0569,Eco White Cables by RoyalRoots,"Cables in Chiffon with Skin-Friendly, Organizer Pockets. Ideal for electronics use.",1710,RoyalRoots,Electronics,Cables,budget;tech;winter;decor;party;women,S014,4.39,0.292,true
I0570,Premium Black Necklaces by BeechCraft,"Necklaces in Wood with Skin-Friendly, Organizer Pockets. Ideal for jewellery use.",177,BeechCraft,Jewellery,Necklaces,men;festival;western;travel;bestseller;budget,S012,3.7,0.326,true
I0571,Comfy Grey Dumbbells by DenimWorks,"Dumbbells in Canvas with Nonstick, Anti-Theft. Ideal for sports & fitness use.",199,DenimWorks,Sports & Fitness,Dumbbells,wedding;gadgets;premium;men;home;decor,S005,4.02,0.324,true
I0572,Comfy Navy Rings by MaxStyle,"Rings in Denim with Skin-Friendly, Anti-Slip. Ideal for jewellery use.",1024,MaxStyle,Jewellery,Rings,decor;fitness;western;wedding;ethnic;women,S009,4.43,0.298,false
I0573,Stylish Red Haircare by SparkLite,"Haircare in Chiffon with Stretchable, Anti-Theft. Ideal for beauty use.",557,SparkLite,Beauty,Haircare,kids;budget;fitness;summer;home;travel,S006,3.93,0.306,true
I0574,Trendy Maroon Kurtis by RoyalRoots,"Kurtis in Terracotta with Noise Cancellation, Leak-Proof. Ideal for women ethnic use.",759,RoyalRoots,Women Ethnic,Kurtis,handmade;wedding;decor;gadgets;trending;women,S004,4.5,0.302,true
I0575,Elegant Blue Cables by UrbanHide,"Cables in Bamboo with Noise Cancellation, Quick-Dry. Ideal for electronics use.",553,UrbanHide,Electronics,Cables,gadgets;winter;fitness;tech;ethnic;charging,S010,4.27,0.307,true
I0576,Trendy Beige Necklaces by KidJoy,"Necklaces in Chiffon with Leak-Proof, Anti-Theft. Ideal for jewellery use.",1282,KidJoy,Jewellery,Necklaces,new;wedding;trending;kids;dailywear;kitchen,S001,3.73,0.296,true
I0577,Stylish Grey Duffle by SparkLite,"Duffle in Chiffon with Noise Cancellation, Stretchable. Ideal for bags & luggage use.",2469,SparkLite,Bags & Luggage,Duffle,grooming;western;trending;summer;new;winter,S014,3.83,0.289,true
I0578,Premium Pink Kurta by TrailTech,"Kurta in Terracotta with RFID Blocking, Skin-Friendly. Ideal for men use.",352,TrailTech,Men,Kurta,bestseller;travel;party;gift;summer;ethnic,S010,3.71,0.314,true
I0579,Handcrafted Purple Leggings by AuraCare,"Leggings in Leather with Organizer Pockets, Skin-Friendly. Ideal for women ethnic use.",596,AuraCare,Women Ethnic,Leggings,wedding;fashion;fitness;party;budget;western,S003,4.19,0.306,true
I0580,Trendy Maroon Kurta by MaxStyle,"Kurta in Terracotta with Quick-Dry, Anti-Slip. Ideal for men use.",425,MaxStyle,Men,Kurta,fitness;men;kids;wedding;accessories;handmade,S014,3.69,0.311,true
I0581,Eco Maroon Shirts by TrailTech,"Shirts in Terracotta with Anti-Slip, Skin-Friendly. Ideal for men use.",333,TrailTech,Men,Shirts,accessories;summer;handmade;winter;men;travel,S008,3.54,0.315,true
I0582,Vibrant Orange T-Shirts by FitBolt,"T-Shirts in Cotton with Skin-Friendly, Stretchable. Ideal for kids use.",678,FitBolt,Kids,T-Shirts,men;festival;eco;budget;grooming;decor,S012,4.92,0.304,true
I0583,Handcrafted Beige Bangles by SareeSaheli,"Bangles in Chiffon with Nonstick, Long Battery. Ideal for jewellery use.",360,SareeSaheli,Jewellery,Bangles,western;dailywear;fitness;women;kids;wedding,S007,4.53,0.313,true
I0584,Minimal Maroon Decor by GlowHerb,"Decor in Denim with Stretchable, Anti-Theft. Ideal for home use.",2599,GlowHerb,Home,Decor,women;bestseller;kids;organizer;kitchen;winter,S001,4.9,0.288,true
I0585,Handcrafted Purple Jeans by UrbanHide,"Jeans in Chiffon with Noise Cancellation, Long Battery. Ideal for men use.",299,UrbanHide,Men,Jeans,casual;handmade;kids;eco;budget;kitchen,S010,4.76,0.316,true
I0586,Handcrafted Black Shirts by ChefPro,"Shirts in Denim with Nonstick, Noise Cancellation. Ideal for men use.",786,ChefPro,Men,Shirts,men;wedding;festival;casual;home;premium,S002,4.06,0.302,true
I0587,Comfy Teal Organizer by Oak&Co,"Organizer in Wood with Anti-Theft, RFID Blocking. Ideal for home use.",2406,Oak&Co,Home,Organizer,decor;handmade;home;travel;gift;bestseller,S003,4.5,0.289,true
I0588,Vibrant Pink Kurtis by GlowHerb,"Kurtis in Alloy with Quick-Dry, Anti-Theft. Ideal for women ethnic use.",1185,GlowHerb,Women Ethnic,Kurtis,travel;women;grooming;kitchen;summer;trending,S008,4.69,0.297,true
I0589,Trendy White Rings by SonicBeat,"Rings in Silk with RFID Blocking, Nonstick. Ideal for jewellery use.",368,SonicBeat,Jewellery,Rings,wedding;gadgets;handmade;office;summer;accessories,S002,3.59,0.313,false
I0590,Stylish Brown Co-ords by TrailTech,"Co-ords in Denim with Quick-Dry, Anti-Theft. Ideal for women western use.",1138,TrailTech,Women Western,Co-ords,dailywear;western;festival;style;fashion;premium,S005,4.54,0.297,true
I0591,Minimal White Bottles by GlowHerb,"Bottles in Polycarbonate with Quick-Dry, Skin-Friendly. Ideal for sports & fitness use.",274,GlowHerb,Sports & Fitness,Bottles,festival;dailywear;decor;gym;bestseller;fitness,S008,4.95,0.318,true
I0592,Classic Navy Backpacks by SonicBeat,"Backpacks in Cotton with Leak-Proof, Quick-Dry. Ideal for bags & luggage use.",689,SonicBeat,Bags & Luggage,Backpacks,festival;gift;home;kitchen;bestseller;men,S007,4.3,0.303,true
I0593,Trendy Pink Cables by SareeSaheli,"Cables in Wood with Long Battery, Noise Cancellation. Ideal for electronics use.",2777,SareeSaheli,Electronics,Cables,accessories;audio;party;summer;fitness;decor,S005,3.94,0.287,true
I0594,Lightweight Blue Decor by TrailTech,"Decor in Leather with Anti-Theft, Nonstick. Ideal for home use.",2727,TrailTech,Home,Decor,accessories;premium;new;trending;decor;gift,S005,4.04,0.288,true
I0595,Lightweight Grey Bangles by NeoTrend,"Bangles in Denim with Stretchable, Long Battery. Ideal for jewellery use.",931,NeoTrend,Jewellery,Bangles,decor;party;summer;office;dailywear;bestseller,S012,3.83,0.3,true
I0596,Handcrafted Orange Shirts by GlowHerb,"Shirts in Bamboo with Quick-Dry, Anti-Slip. Ideal for men use.",1141,GlowHerb,Men,Shirts,men;travel;dailywear;bestseller;western;eco,S012,3.97,0.297,true
I0597,Stylish Orange Leggings by RoyalRoots,"Leggings in Wood with Skin-Friendly, Long Battery. Ideal for women ethnic use.",921,RoyalRoots,Women Ethnic,Leggings,handmade;kitchen;winter;trending;accessories;eco,S012,4.6,0.3,true
I0598,Classic Navy Decor by SonicBeat,"Decor in Terracotta with RFID Blocking, Leak-Proof. Ideal for home use.",2090,SonicBeat,Home,Decor,budget;eco;kids;trending;men;handmade,S005,4.25,0.29,true
I0599,Stylish Green Kurta by BharatHome,"Kurta in Silk with Nonstick, RFID Blocking. Ideal for men use.",1018,BharatHome,Men,Kurta,kitchen;home;women;summer;travel;western,S010,4.33,0.298,true
I0600,Elegant Pink Jeans by CraftKart,"Jeans in Chiffon with Noise Cancellation, Skin-Friendly. Ideal for men use.",363,CraftKart,Men,Jeans,dailywear;festival;women;winter;bestseller;party,S014,3.59,0.313,false
I0601,Trendy Black Smartwatch by GlowHerb,"Smartwatch in Canvas with Anti-Slip, Long Battery. Ideal for electronics use.",2146,GlowHerb,Electronics,Smartwatch,kitchen;ethnic;summer;charging;grooming;new,S009,4.03,0.29,true
I0602,Vibrant Yellow Flats by MaxStyle,"Flats in Denim with RFID Blocking, Long Battery. Ideal for footwear use.",1472,MaxStyle,Footwear,Flats,premium;western;travel;winter;new;dailywear,S001,3.92,0.294,false
I0603,Vibrant Maroon Cables by KidJoy,"Cables in Denim with Stretchable, Skin-Friendly. Ideal for electronics use.",3501,KidJoy,Electronics,Cables,travel;wedding;tech;gift;charging;handmade,S014,3.84,0.285,true
I0604,Premium Orange Storage by ChefPro,"Storage in Alloy with Organizer Pockets, Quick-Dry. Ideal for kitchen use.",274,ChefPro,Kitchen,Storage,kitchen;travel;eco;party;gadgets;accessories,S006,3.85,0.318,true
I0605,Premium Yellow Power Bank by Oak&Co,"Power Bank in Denim with Anti-Theft, Stretchable. Ideal for electronics use.",520,Oak&Co,Electronics,Power Bank,gift;budget;summer;kids;charging;western,S015,3.63,0.308,true
I0606,Durable Beige Tops by BeechCraft,"Tops in Cotton with RFID Blocking, Quick-Dry. Ideal for women western use.",1581,BeechCraft,Women Western,Tops,budget;festival;decor;party;office;accessories,S002,4.41,0.293,true
I0607,Minimal Yellow Dumbbells by SteelPro,"Dumbbells in Denim with Long Battery, Quick-Dry. Ideal for sports & fitness use.",243,SteelPro,Sports & Fitness,Dumbbells,gadgets;gift;kids;decor;festival;bestseller,S009,4.65,0.32,true
I0608,Classic Yellow Makeup by RoyalRoots,"Makeup in Bamboo with RFID Blocking, Quick-Dry. Ideal for beauty use.",267,RoyalRoots,Beauty,Makeup,festival;accessories;women;home;handmade;decor,S002,4.3,0.318,true
I0609,Vibrant Beige Bangles by CraftKart,"Bangles in Alloy with Anti-Slip, Quick-Dry. Ideal for jewellery use.",202,CraftKart,Jewellery,Bangles,gift;budget;office;gadgets;dailywear;women,S004,3.66,0.324,true
I0610,Premium Red Women Sandals by SareeSaheli,"Women Sandals in Wood with Anti-Theft, Skin-Friendly. Ideal for footwear use.",1089,SareeSaheli,Footwear,Women Sandals,fitness;office;wedding;women;gift;dailywear,S010,4.47,0.298,true
I0611,Comfy Orange Bangles by TrailTech,"Bangles in Cotton with Noise Cancellation, Quick-Dry. Ideal for jewellery use.",1522,TrailTech,Jewellery,Bangles,decor;grooming;home;summer;trending;kids,S011,4.95,0.294,true
I0612,Durable Teal Frocks by SteelPro,"Frocks in Chiffon with Noise Cancellation, Nonstick. Ideal for kids use.",334,SteelPro,Kids,Frocks,kitchen;home;women;summer;winter;party,S010,3.76,0.314,true
I0613,Vibrant Orange Dress Materials by SonicBeat,"Dress Materials in Stainless Steel with Leak-Proof, Anti-Theft. Ideal for women ethnic use.",1183,SonicBeat,Women Ethnic,Dress Materials,fashion;grooming;budget;new;style;handmade,S013,4.3,0.297,true
I0614,Comfy Black Jeans by DesiWeave,"Jeans in Wood with Leak-Proof, RFID Blocking. Ideal for women western use.",984,DesiWeave,Women Western,Jeans,gift;women;western;travel;decor;fitness,S004,4.93,0.299,false
I0615,Eco Orange Organizer by SonicBeat,"Organizer in Denim with Anti-Theft, Leak-Proof. Ideal for home use.",2149,SonicBeat,Home,Organizer,summer;decor;handmade;travel;accessories;women,S014,3.59,0.29,true
I0616,Minimal Blue Co-ords by NeoTrend,"Co-ords in Chiffon with Anti-Slip, Stretchable. Ideal for women western use.",799,NeoTrend,Women Western,Co-ords,decor;budget;fashion;winter;accessories;new,S001,4.35,0.302,true
I0617,Premium Brown Appliances by SonicBeat,"Appliances in Terracotta with Nonstick, Skin-Friendly. Ideal for kitchen use.",2269,SonicBeat,Kitchen,Appliances,party;summer;accessories;gadgets;dailywear;decor,S013,4.23,0.289,true
I0618,Premium Grey Skincare by SareeSaheli,"Skincare in Stainless Steel with Nonstick, RFID Blocking. Ideal for beauty use.",1085,SareeSaheli,Beauty,Skincare,winter;fitness;office;men;gadgets;travel,S010,4.54,0.298,true
I0619,Premium Pink Men Sneakers by ChefPro,"Men Sneakers in Stainless Steel with Quick-Dry, Skin-Friendly. Ideal for footwear use.",2402,ChefPro,Footwear,Men Sneakers,fashion;grooming;eco;wedding;summer;men,S015,3.7,0.289,true
I0620,Comfy Maroon Sarees by AuraCare,"Sarees in Stainless Steel with Anti-Slip, Anti-Theft. Ideal for women ethnic use.",469,AuraCare,Women Ethnic,Sarees,dailywear;women;budget;gift;office;travel,S008,4.69,0.309,true
I0621,Stylish Red Tools by UrbanHide,"Tools in Chiffon with Skin-Friendly, Quick-Dry. Ideal for kitchen use.",302,UrbanHide,Kitchen,Tools,ethnic;party;bestseller;festival;fitness;budget,S004,3.61,0.316,true
I0622,Handcrafted Black Tops by SparkLite,"Tops in Chiffon with RFID Blocking, Long Battery. Ideal for women western use.",2257,SparkLite,Women Western,Tops,grooming;kitchen;ethnic;gadgets;travel;women,S013,3.55,0.289,true
